 -2998 -2998 10.0 0 0 0.05100 0.10200   -2500 -2998 10.0 0 0 0.05100 0.10200   -2998 -2500 10.0 0 0 0.05100 0.10200   -2500 -2500 10.0 0 0 0.05100 0.10200 
 -2998 -2500 10.0 0 0 0.05100 0.10200   -2500 -2500 10.0 0 0 0.05100 0.10200   -2998 -2000 10.0 0 0 0.05100 0.10200   -2500 -2000 10.0 0 0 0.05100 0.10200 
 -2998 -2000 10.0 0 0 0.05100 0.10200   -2500 -2000 10.0 0 0 0.05100 0.10200   -2998 -1500 10.0 0 0 0.05100 0.10200   -2500 -1500 10.0 0 0 0.05100 0.10200 
 -2998 -1500 10.0 0 0 0.05100 0.10200   -2500 -1500 10.0 0 0 0.05100 0.10200   -2998 -1000 10.0 0 0 0.05100 0.10200   -2500 -1000 10.0 0 0 0.05100 0.10200 
 -2998 -1000 10.0 0 0 0.05100 0.10200   -2500 -1000 10.0 0 0 0.05100 0.10200   -2998  -500 10.0 0 0 0.05100 0.10200   -2500  -500 10.0 0 0 0.05100 0.10200 
 -2998  -500 10.0 0 0 0.05100 0.10200   -2500  -500 10.0 0 0 0.05100 0.10200   -2998     0 10.0 0 0 0.05100 0.10200   -2500     0 10.0 0 0 0.05100 0.10200 
 -2998     0 10.0 0 0 0.05100 0.10200   -2500     0 10.0 0 0 0.05100 0.10200   -2998   500 10.0 0 0 0.05100 0.10200   -2500   500 10.0 0 0 0.05100 0.10200 
 -2998   500 10.0 0 0 0.05100 0.10200   -2500   500 10.0 0 0 0.05100 0.10200   -2998  1000 10.0 0 0 0.05100 0.10200   -2500  1000 10.0 0 0 0.05100 0.10200 
 -2998  1000 10.0 0 0 0.05100 0.10200   -2500  1000 10.0 0 0 0.05100 0.10200   -2998  1500 10.0 0 0 0.05100 0.10200   -2500  1500 10.0 0 0 0.05100 0.10200 
 -2998  1500 10.0 0 0 0.05100 0.10200   -2500  1500 10.0 0 0 0.05100 0.10200   -2998  2000 10.0 0 0 0.05100 0.10200   -2500  2000 10.0 0 0 0.05100 0.10200 
 -2998  2000 10.0 0 0 0.05100 0.10200   -2500  2000 10.0 0 0 0.05100 0.10200   -2998  2500 10.0 0 0 0.05100 0.10200   -2500  2500 10.0 0 0 0.05100 0.10200 
 -2998  2500 10.0 0 0 0.05100 0.10200   -2500  2500 10.0 0 0 0.05100 0.10200   -2998  2998 10.0 0 0 0.05100 0.10200   -2500  2998 10.0 0 0 0.05100 0.10200 
 -2500 -2998 10.0 0 0 0.05100 0.10200   -2000 -2998 10.0 0 0 0.05100 0.10200   -2500 -2500 10.0 0 0 0.05100 0.10200   -2000 -2500 10.0 0 0 0.05100 0.10200 
 -2500 -2500 10.0 0 0 0.05100 0.10200   -2000 -2500 10.0 0 0 0.05100 0.10200   -2500 -2000 10.0 0 0 0.05100 0.10200   -2000 -2000 10.0 0 0 0.05100 0.10200 
 -2500 -2000 10.0 0 0 0.05100 0.10200   -2000 -2000 10.0 0 0 0.05100 0.10200   -2500 -1500 10.0 0 0 0.05100 0.10200   -2000 -1500 10.0 0 0 0.05100 0.10200 
 -2500 -1500 10.0 0 0 0.05100 0.10200   -2000 -1500 10.0 0 0 0.05100 0.10200   -2500 -1000 10.0 0 0 0.05100 0.10200   -2000 -1000 10.0 0 0 0.05100 0.10200 
 -2500 -1000 10.0 0 0 0.05100 0.10200   -2000 -1000 10.0 0 0 0.05100 0.10200   -2500  -500 10.0 0 0 0.05100 0.10200   -2000  -500 10.0 0 0 0.05100 0.10200 
 -2500  -500 10.0 0 0 0.05100 0.10200   -2000  -500 10.0 0 0 0.05100 0.10200   -2500     0 10.0 0 0 0.05100 0.10200   -2000     0 10.0 0 0 0.05100 0.10200 
 -2500     0 10.0 0 0 0.05100 0.10200   -2000     0 10.0 0 0 0.05100 0.10200   -2500   500 10.0 0 0 0.05100 0.10200   -2000   500 10.0 0 0 0.05100 0.10200 
